Address,Alias (Businesses),Alias (Businesses.Categories),Calculation1,Calculation2,Risk Category Improved,address_health_lower,yelp_address,City,Country,Display Address,Display Phone,Distance,Id,Image Url,Is Closed,Latitude,Latitude (Region.Center),Longitude,Longitude (Region.Center),Name,Phone,Price1,Rating,Review Count,Violation Description Improved,State,Table Names,Title,Total,Transactions,Url,Zip Code,Business Name Lower,Business Address,Business City,Business Id,Business Name,Business Phone Number,Business Postal Code,Business State,businesses Index (generated),categories Index (generated),Display Name Lower,Inspection Date,Inspection Id,Inspection Score,Inspection Type,Risk Category,transactions Index (generated),Violation Description,Violation Id
3595 California St,starbucks-san-francisco-132,coffee,,,Moderate Risk,5455 geary blvd,3595 california st,San Francisco,US,3595 California St,(415) 387-2249,3181.101514,Rj7h0U3Qm8NABv7IdBremg,https://s3-media4.fl.yelpcdn.com/bphoto/q3urW_G69sPB_Eec0NDh9g/o.jpg,FALSE,37.786261,37.76089939,-122.453194,-122.4364471,Starbucks,14153872249,$,3.5,422,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,582,delivery,https://www.yelp.com/biz/starbucks-san-francisco-132?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,starbucks,5455 GEARY Blvd,San Francisco,1413,STARBUCKS,,94121,CA,1,1,starbucks,6/20/19,1413_20190620,96,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,1413_20190620_103119
4094 18th St,starbucks-san-francisco-52,coffee,,,Moderate Risk,5455 geary blvd,4094 18th st,San Francisco,US,4094 18th St,(415) 626-6263,157.1398217,mjih0yEQhxnoZU5xxnR21w,https://s3-media3.fl.yelpcdn.com/bphoto/A20TMwA5AItK2NMCwozElg/o.jpg,FALSE,37.761019,37.76089939,-122.434666,-122.4364471,Starbucks,14156266263,$,3.5,176,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,2600,delivery,https://www.yelp.com/biz/starbucks-san-francisco-52?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,starbucks,5455 GEARY Blvd,San Francisco,1413,STARBUCKS,,94121,CA,1,1,starbucks,6/20/19,1413_20190620,96,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,1413_20190620_103119
350 Parnassus St,starbucks-san-francisco-238,coffee,,,Moderate Risk,5455 geary blvd,350 parnassus st,San Francisco,US,350 Parnassus St,(415) 665-6406,1788.661969,1InzuOHzYG3SzrYjcp8E7g,https://s3-media4.fl.yelpcdn.com/bphoto/h2icTM9tDrr31J8gMoTRuw/o.jpg,FALSE,37.76414182,37.76089939,-122.456377,-122.4364471,Starbucks,14156656406,$,3.5,67,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,1700,delivery,https://www.yelp.com/biz/starbucks-san-francisco-238?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,starbucks,5455 GEARY Blvd,San Francisco,1413,STARBUCKS,,94121,CA,1,1,starbucks,6/20/19,1413_20190620,96,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,1413_20190620_103119
4476 Mission St,sweet-delight-bakery-san-francisco,bakeries,,,Low Risk,4476a mission,4476 mission st,San Francisco,US,4476 Mission St,(415) 337-6786,3861.222545,hPz83m43JzMUzgAoE3SgzA,https://s3-media4.fl.yelpcdn.com/bphoto/lUG061kz-ODUhMHKc65VyQ/o.jpg,FALSE,37.72621536,37.76089939,-122.4340057,-122.4364471,Sweet Delight Bakery,14153376786,$,4,78,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,708,pickup,https://www.yelp.com/biz/sweet-delight-bakery-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94112,sweet delight bakery,4476A MISSION,San Francisco,1426,SWEET DELIGHT BAKERY,14155336786,94112,CA,1,1,sweet delight bakery,3/4/19,1426_20190304,67,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1426_20190304_103154
2801 Leavenworth St,waterfront-bakery-san-francisco,bakeries,,,Moderate Risk,2801 leavenworth st,2801 leavenworth st,San Francisco,US,2801 Leavenworth St,(415) 775-2300,5366.705459,T1BuzZTXl9fjT31wbG1GuA,https://s3-media4.fl.yelpcdn.com/bphoto/tJcOJQ4xu4zB0rfLR1tL2g/o.jpg,FALSE,37.807182,37.76089939,-122.419129,-122.4364471,Waterfront Bakery,14157752300,$,3.5,80,Moderate risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,409,delivery,https://www.yelp.com/biz/waterfront-bakery-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,waterfront bakery,2801 Leavenworth St,San Francisco,1442,Waterfront Bakery,,94133,CA,1,1,waterfront bakery,6/6/19,1442_20190606,90,Routine - Unscheduled,Moderate Risk,1,Moderate risk food holding temperature,1442_20190606_103120
1825 Post St,cafe-v-san-francisco,coffee,,,Low Risk,1525 folsom st,1825 post st,San Francisco,US,1825 Post St,,2730.56513,8fFcoEUK-ljRigA6dWQ2_g,https://s3-media1.fl.yelpcdn.com/bphoto/KZJqn3Soh-n9lwr0x1DVqg/o.jpg,FALSE,37.78497,37.76089939,-122.43185,-122.4364471,Cafe V,,$$,5,5,Low risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,678,,https://www.yelp.com/biz/cafe-v-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,cafe v,1525 FOLSOM St,San Francisco,1452,CAFE V,,94103,CA,1,1,cafe v,2/7/19,1452_20190207,90,Routine - Unscheduled,Low Risk,,Low risk vermin infestation,1452_20190207_103161
1700 Laguna St,kiss-seafood-san-francisco,japanese,,,Low Risk,1708 laguna st,1700 laguna st,San Francisco,US,1700 Laguna St,(415) 474-2866,2978.821351,USbpXRK2pFey0V24QcgXsQ,https://s3-media3.fl.yelpcdn.com/bphoto/c-4ITz_BOEj4be7WKDBhXA/o.jpg,FALSE,37.78688536,37.76089939,-122.4282101,-122.4364471,Kiss Seafood,14154742866,$$$$,4,542,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Japanese,340,delivery,https://www.yelp.com/biz/kiss-seafood-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,kiss seafood,1708 LAGUNA St,San Francisco,1454,KISS SEAFOOD,,94115,CA,1,1,kiss seafood,4/11/19,1454_20190411,94,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,1454_20190411_103144
543 Divisadero St,club-waziema-san-francisco,ethiopian,,,Moderate Risk,543 divisadero st,543 divisadero st,San Francisco,US,543 Divisadero St,(415) 346-6641,1534.164593,6zXVo_uK_GVqN3Z0t5KFHQ,https://s3-media2.fl.yelpcdn.com/bphoto/KL0IdM4s6gSaacC_wM6V_A/o.jpg,FALSE,37.77462,37.76089939,-122.43805,-122.4364471,Club Waziema,14153466641,$$,3.5,402,Insufficient hot water or running water,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Ethiopian,19,,https://www.yelp.com/biz/club-waziema-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,club waziema,543 DIVISADERO St,San Francisco,1509,CLUB WAZIEMA,,94117,CA,1,1,club waziema,4/17/18,1509_20180417,92,Routine - Unscheduled,Moderate Risk,,Insufficient hot water or running water,1509_20180417_103129
2500 Washington St,chouquets-san-francisco,french,,,Low Risk,2500 washington st,2500 washington st,San Francisco,US,2500 Washington St,(415) 359-0075,3439.513685,4YQg81cDjn2Ei7NYvRHXpA,https://s3-media4.fl.yelpcdn.com/bphoto/ARrHFHzM0UmP1ZRhm7WZ_g/o.jpg,FALSE,37.791795,37.76089939,-122.434541,-122.4364471,Chouquet's,14153590075,$$,3.5,597,Inadequate ventilation or lighting,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",French,5,delivery,https://www.yelp.com/biz/chouquets-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,chouquet's,2500 WASHINGTON St,San Francisco,1526,CHOUQUET'S,,94115,CA,1,1,chouquet's,2/21/19,1526_20190221,82,Routine - Unscheduled,Low Risk,1,Inadequate ventilation or lighting,1526_20190221_103147
3595 California St,starbucks-san-francisco-132,coffee,,,Low Risk,490 brannan st,3595 california st,San Francisco,US,3595 California St,(415) 387-2249,3181.101514,Rj7h0U3Qm8NABv7IdBremg,https://s3-media4.fl.yelpcdn.com/bphoto/q3urW_G69sPB_Eec0NDh9g/o.jpg,FALSE,37.786261,37.76089939,-122.453194,-122.4364471,Starbucks,14153872249,$,3.5,422,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,582,delivery,https://www.yelp.com/biz/starbucks-san-francisco-132?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,starbucks,490 BRANNAN St,San Francisco,1529,STARBUCKS,14155240256,94107,CA,1,1,starbucks,2/4/19,1529_20190204,98,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1529_20190204_103154
4094 18th St,starbucks-san-francisco-52,coffee,,,Low Risk,490 brannan st,4094 18th st,San Francisco,US,4094 18th St,(415) 626-6263,157.1398217,mjih0yEQhxnoZU5xxnR21w,https://s3-media3.fl.yelpcdn.com/bphoto/A20TMwA5AItK2NMCwozElg/o.jpg,FALSE,37.761019,37.76089939,-122.434666,-122.4364471,Starbucks,14156266263,$,3.5,176,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,2600,delivery,https://www.yelp.com/biz/starbucks-san-francisco-52?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,starbucks,490 BRANNAN St,San Francisco,1529,STARBUCKS,14155240256,94107,CA,1,1,starbucks,2/4/19,1529_20190204,98,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1529_20190204_103154
350 Parnassus St,starbucks-san-francisco-238,coffee,,,Low Risk,490 brannan st,350 parnassus st,San Francisco,US,350 Parnassus St,(415) 665-6406,1788.661969,1InzuOHzYG3SzrYjcp8E7g,https://s3-media4.fl.yelpcdn.com/bphoto/h2icTM9tDrr31J8gMoTRuw/o.jpg,FALSE,37.76414182,37.76089939,-122.456377,-122.4364471,Starbucks,14156656406,$,3.5,67,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,1700,delivery,https://www.yelp.com/biz/starbucks-san-francisco-238?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,starbucks,490 BRANNAN St,San Francisco,1529,STARBUCKS,14155240256,94107,CA,1,1,starbucks,2/4/19,1529_20190204,98,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1529_20190204_103154
700 Bush St,uncle-vitos-pizza-san-francisco,pizza,,,Low Risk,700 bush st,700 bush st,San Francisco,US,700 Bush St,(415) 391-5008,4065.62988,MDTJK0mH5Xc14aCwNuMg7Q,https://s3-media1.fl.yelpcdn.com/bphoto/g70TXaubG_SXJGDWTzxKug/o.jpg,FALSE,37.7902711,37.76089939,-122.4089926,-122.4364471,Uncle Vito's Pizza,14153915008,$$,3.5,1232,No thermometers or uncalibrated thermometers,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,30,delivery,https://www.yelp.com/biz/uncle-vitos-pizza-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94108,uncle vito's pizza,700 Bush St,San Francisco,1565,Uncle Vito's Pizza,,94108,CA,1,1,uncle vito's pizza,3/26/19,1565_20190326,89,Routine - Unscheduled,Low Risk,1,No thermometers or uncalibrated thermometers,1565_20190326_103148
901 Columbus Ave,901-columbus-cafe-san-francisco-2,cafes,,,Moderate Risk,901 columbus ave,901 columbus ave,San Francisco,US,901 Columbus Ave,(415) 409-9001,5058.77671,8O2Z292anffuimm9OXkbUA,https://s3-media2.fl.yelpcdn.com/bphoto/t4SWZfRd1YFn6TS2d8P8Zw/o.jpg,FALSE,37.80294,37.76089939,-122.41426,-122.4364471,901 Columbus Cafe,14154099001,$,4,331,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Cafes,3,delivery,https://www.yelp.com/biz/901-columbus-cafe-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,901 columbus cafe,901 Columbus Ave,San Francisco,1568,901 Columbus Cafe,,94133,CA,1,1,901 columbus cafe,4/5/18,1568_20180405,90,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,1568_20180405_103124
2815 Taylor St,nicks-lighthouse-san-francisco,seafood,,,Moderate Risk,foot of taylor st 5,2815 taylor st,San Francisco,US,2815 Taylor St,(415) 929-1300,5595.660535,,https://s3-media4.fl.yelpcdn.com/bphoto/dI1vEqxzyiOns7zFVlhEmA/o.jpg,FALSE,37.80834384,37.76089939,-122.4158666,-122.4364471,Nick's Lighthouse,14159291300,$$,3,991,Moderate risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Seafood,19,delivery,https://www.yelp.com/biz/nicks-lighthouse-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94102,nick's lighthouse,Foot of Taylor St 5,San Francisco,1579,Nick's Lighthouse,,94133,CA,1,1,nick's lighthouse,7/16/19,1579_20190716,92,Routine - Unscheduled,Moderate Risk,1,Moderate risk food holding temperature,1579_20190716_103120
39 Sutter St,caffe-bianco-san-francisco,cafes,,,Low Risk,39 sutter st,39 sutter st,San Francisco,US,39 Sutter St,(415) 780-1807,4484.655384,uxsyxN9uJZoZ5jobVBM3sg,https://s3-media2.fl.yelpcdn.com/bphoto/JglOCqM8jAUPTzeUV4VUCA/o.jpg,FALSE,37.79010112,37.76089939,-122.4012064,-122.4364471,Caffe Bianco,14157801807,$$,4,236,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Cafes,42,pickup,https://www.yelp.com/biz/caffe-bianco-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94104,caffe bianco,39 Sutter St,San Francisco,1582,Caffe Bianco,,94104,CA,1,1,caffe bianco,7/12/19,1582_20190712,78,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,1582_20190712_103144
941 Cole St,zazie-san-francisco,breakfast_brunch,,,Low Risk,941 cole st,941 cole st,San Francisco,US,941 Cole St,(415) 564-5332,1294.862434,gqVl3RprESEqkIPeJH0yOg,https://s3-media3.fl.yelpcdn.com/bphoto/uuRvEU-cqPk-XlDbFAQjKg/o.jpg,FALSE,37.765244,37.76089939,-122.4501138,-122.4364471,Zazie,14155645332,$$,4,4390,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Breakfast & Brunch,4,delivery,https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,zazie,941 COLE St,San Francisco,1595,Zazie,14155565332,94117,CA,1,1,zazie,11/26/18,1595_20181126,90,Routine - Unscheduled,Low Risk,1,Improper food storage,1595_20181126_103139
86 Carl St,burgermeister-san-francisco-2,burgers,,,Low Risk,86 carl st,86 carl st,San Francisco,US,86 Carl St,(415) 566-1274,1291.951433,A0kFv8s21h1SUFY9CLIR_w,https://s3-media3.fl.yelpcdn.com/bphoto/8inQHlkE70un3teCHcLcCQ/o.jpg,TRUE,37.76601,37.76089939,-122.44969,-122.4364471,Burgermeister,14155661274,$$,3.5,535,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Burgers,82,delivery,https://www.yelp.com/biz/burgermeister-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,burgermeister,86 Carl St,San Francisco,1596,BURGERMEISTER,14155564433,94117,CA,1,1,burgermeister,7/10/19,1596_20190710,90,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1596_20190710_103154
800 Sutter St,cafe-bean-san-francisco,coffee,,,Low Risk,800 sutter st,800 sutter st,San Francisco,US,800 Sutter St,(415) 928-0888,3683.633353,8me3E8m_LxwSuf_BZKNqjQ,https://s3-media2.fl.yelpcdn.com/bphoto/NFPgRhY5s0mIr9--pf__Wg/o.jpg,FALSE,37.78879929,37.76089939,-122.4138412,-122.4364471,Cafe Bean,14159280888,$,4,169,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,1200,pickup,https://www.yelp.com/biz/cafe-bean-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,cafe bean,800 Sutter St,San Francisco,1598,Cafe Bean,,94109,CA,1,1,cafe bean,3/15/19,1598_20190315,92,Routine - Unscheduled,Low Risk,1,Improper food storage,1598_20190315_103139
951 Geneva Ave,claddagh-coffee-san-francisco,coffee,,,Moderate Risk,951 geneva ave,951 geneva ave,San Francisco,US,951 Geneva Ave,(415) 469-7221,4988.237432,E57pVQIALaavqxkbobVRow,https://s3-media2.fl.yelpcdn.com/bphoto/OcXQ8Ot7RFIAqlUb5dEEfA/o.jpg,FALSE,37.71613,37.76089939,-122.43998,-122.4364471,Claddagh Coffee,14154697221,$,3,67,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,4,delivery,https://www.yelp.com/biz/claddagh-coffee-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94112,claddagh coffee,951 Geneva Ave,San Francisco,1608,CLADDAGH COFFEE,,94112,CA,1,1,claddagh coffee,12/3/18,1608_20181203,90,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,1608_20181203_103119
4015 24th St,tung-sing-restaurant-san-francisco,chinese,,,Low Risk,4015 24th st,4015 24th st,San Francisco,US,4015 24th St,(415) 648-8582,1136.62055,,https://s3-media2.fl.yelpcdn.com/bphoto/9oZ9TQEjinVhekUVo9yVjw/o.jpg,FALSE,37.75112,37.76089939,-122.4323,-122.4364471,Tung Sing Restaurant,14156488582,$,3,93,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,89,pickup,https://www.yelp.com/biz/tung-sing-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,tung sing restaurant,4015 24th St,San Francisco,1609,Tung Sing Restaurant,14155648582,94114,CA,1,1,tung sing restaurant,8/1/19,1609_20190801,84,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,1609_20190801_103144
4109 24th St,lupa-trattoria-san-francisco,italian,,,Moderate Risk,4109 24th st,4109 24th st,San Francisco,US,4109 24th St,(415) 282-5872,1104.522637,0COxcLD-42ecMqBYyoUfyQ,https://s3-media4.fl.yelpcdn.com/bphoto/7mqccbRTk9INGDGIh-BZyw/o.jpg,FALSE,37.75102,37.76089939,-122.43452,-122.4364471,Lupa Trattoria,14152825872,$$,4,635,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,17,delivery,https://www.yelp.com/biz/lupa-trattoria-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,lupa trattoria,4109 24th St,San Francisco,1626,LUPA TRATTORIA,14155644664,94114,CA,1,1,lupa trattoria,4/23/19,1626_20190423,88,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,1626_20190423_103133
3595 California St,starbucks-san-francisco-132,coffee,,,Low Risk,201 03rd st,3595 california st,San Francisco,US,3595 California St,(415) 387-2249,3181.101514,Rj7h0U3Qm8NABv7IdBremg,https://s3-media4.fl.yelpcdn.com/bphoto/q3urW_G69sPB_Eec0NDh9g/o.jpg,FALSE,37.786261,37.76089939,-122.453194,-122.4364471,Starbucks,14153872249,$,3.5,422,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,582,delivery,https://www.yelp.com/biz/starbucks-san-francisco-132?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,starbucks,201 03rd St,San Francisco,1652,STARBUCKS,,94105,CA,1,1,starbucks,6/11/19,1652_20190611,96,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1652_20190611_103154
4094 18th St,starbucks-san-francisco-52,coffee,,,Low Risk,201 03rd st,4094 18th st,San Francisco,US,4094 18th St,(415) 626-6263,157.1398217,mjih0yEQhxnoZU5xxnR21w,https://s3-media3.fl.yelpcdn.com/bphoto/A20TMwA5AItK2NMCwozElg/o.jpg,FALSE,37.761019,37.76089939,-122.434666,-122.4364471,Starbucks,14156266263,$,3.5,176,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,2600,delivery,https://www.yelp.com/biz/starbucks-san-francisco-52?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,starbucks,201 03rd St,San Francisco,1652,STARBUCKS,,94105,CA,1,1,starbucks,6/11/19,1652_20190611,96,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1652_20190611_103154
350 Parnassus St,starbucks-san-francisco-238,coffee,,,Low Risk,201 03rd st,350 parnassus st,San Francisco,US,350 Parnassus St,(415) 665-6406,1788.661969,1InzuOHzYG3SzrYjcp8E7g,https://s3-media4.fl.yelpcdn.com/bphoto/h2icTM9tDrr31J8gMoTRuw/o.jpg,FALSE,37.76414182,37.76089939,-122.456377,-122.4364471,Starbucks,14156656406,$,3.5,67,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Coffee & Tea,1700,delivery,https://www.yelp.com/biz/starbucks-san-francisco-238?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,starbucks,201 03rd St,San Francisco,1652,STARBUCKS,,94105,CA,1,1,starbucks,6/11/19,1652_20190611,96,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,1652_20190611_103154
340 Bayshore Blvd,silver-crest-donut-shop-san-francisco,donuts,,,Low Risk,340 bayshore blvd,340 bayshore blvd,San Francisco,US,340 Bayshore Blvd,(415) 826-0753,3369.441706,oqJgvaszapDJ5HMdG9Q2Lw,https://s3-media3.fl.yelpcdn.com/bphoto/seL4xFIkwOxLZZegSdiQ3w/o.jpg,FALSE,37.74232791,37.76089939,-122.4061639,-122.4364471,Silver Crest Donut Shop,14158260753,$$,3,104,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Donuts,3,delivery,https://www.yelp.com/biz/silver-crest-donut-shop-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94124,silver crest donut shop,340 BAYSHORE Blvd,San Francisco,1668,SILVER CREST DONUT SHOP,14155820753,94124,CA,1,1,silver crest donut shop,2/27/19,1668_20190227,84,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,1668_20190227_103144
